evidence_id,event_id,evidence_tier,reference,verse_text_kr,translation,is_parallel,note
EVD0000164,EVT0011,direct,창세기 26:19,이삭의 종들이 골짜기를 파서 샘 근원을 얻었더니,개역개정,false,
EVD0000165,EVT0011,direct,창세기 26:20,그랄 목자들이 이삭의 목자와 다투어 이르되 이 물은 우리의 것이라 하매 이삭이 그 다툼으로 말미암아 그 우물 이름을 에섹이라 하였으며,개역개정,false,
EVD0000166,EVT0011,direct,창세기 26:21,또 다른 우물을 팠더니 그들이 또 다투므로 그 이름을 싯나라 하였으며,개역개정,false,
EVD0000167,EVT0011,direct,창세기 26:22,이삭이 거기서 옮겨 다른 우물을 팠더니 그들이 다투지 아니하였으므로 그 이름을 르호봇이라 하여 이르되 이제는 여호와께서 우리를 위하여 넓게 하셨으니 이 땅에서 우리가 번성하리로다 하였더라,개역개정,false,
EVD0000168,EVT0011,direct,창세기 26:23,이삭이 거기서부터 브엘세바로 올라갔더니,개역개정,false,
EVD0000169,EVT0011,direct,창세기 26:24,그 밤에 여호와께서 그에게 나타나 이르시되 나는 네 아버지 아브라함의 하나님이니 두려워하지 말라 내 종 아브라함을 위하여 내가 너와 함께 있어 네게 복을 주어 네 자손이 번성하게 하리라 하신지라,개역개정,false,
EVD0000170,EVT0011,direct,창세기 26:25,"이삭이 그 곳에 제단을 쌓고, 여호와의 이름을 부르며 거기 장막을 쳤더니 이삭의 종들이 거기서도 우물을 팠더라",개역개정,false,
EVD0000171,EVT0012,direct,창세기 28:6,에서가 본즉 이삭이 야곱에게 축복하고 그를 밧단아람으로 보내어 거기서 아내를 맞이하게 하였고 또 그에게 축복하고 명하기를 너는 가나안 사람의 딸들 중에서 아내를 맞이하지 말라 하였고,개역개정,false,
EVD0000172,EVT0012,direct,창세기 28:7,또 야곱이 부모의 명을 따라 밧단아람으로 갔으며,개역개정,false,
EVD0000173,EVT0012,direct,창세기 28:8,에서가 또 본즉 가나안 사람의 딸들이 그의 아버지 이삭을 기쁘게 하지 못하는지라,개역개정,false,
EVD0000174,EVT0012,direct,창세기 28:9,이에 에서가 이스마엘에게 가서 그 본처들 외에 아브라함의 아들 이스마엘의 딸이요 느바욧의 누이인 마할랏을 아내로 맞이하였더라,개역개정,false,
EVD0000175,EVT0013,direct,창세기 29:31,여호와께서 레아가 사랑 받지 못함을 보시고 그의 태를 여셨으나 라헬은 자녀가 없었더라,개역개정,false,
EVD0000176,EVT0013,direct,창세기 29:32,레아가 임신하여 아들을 낳고 그 이름을 르우벤이라 하여 이르되 여호와께서 나의 괴로움을 돌보셨으니 이제는 내 남편이 나를 사랑하리로다 하였더라,개역개정,false,
EVD0000177,EVT0013,direct,창세기 29:33,그가 다시 임신하여 아들을 낳고 이르되 여호와께서 내가 사랑 받지 못함을 들으셨으므로 내게 이 아들도 주셨도다 하고 그의 이름을 시므온이라 하였으며,개역개정,false,
EVD0000178,EVT0013,direct,창세기 29:34,그가 또 임신하여 아들을 낳고 이르되 내가 그에게 세 아들을 낳았으니 내 남편이 지금부터 나와 연합하리로다 하고 그의 이름을 레위라 하였으며,개역개정,false,
EVD0000179,EVT0013,direct,창세기 29:35,그가 또 임신하여 아들을 낳고 이르되 내가 이제는 여호와를 찬송하리로다 하고 이로 말미암아 그가 그의 이름을 유다라 하였고 그의 출산이 멈추었더라,개역개정,false,
EVD0000180,EVT0013,direct,창세기 30:1,라헬이 자기가 야곱에게서 아들을 낳지 못함을 보고 그의 언니를 시기하여 야곱에게 이르되 내게 자식을 낳게 하라 그렇지 아니하면 내가 죽겠노라,개역개정,false,
EVD0000181,EVT0013,direct,창세기 30:2,야곱이 라헬에게 성을 내어 이르되 그대를 임신하지 못하게 하시는 이는 하나님이시니 내가 하나님을 대신하겠느냐,개역개정,false,
EVD0000182,EVT0013,direct,창세기 30:3,라헬이 이르되 내 여종 빌하에게로 들어가라 그가 아들을 낳아 내 무릎에 두리니 그러면 나도 그로 말미암아 자식을 얻겠노라 하고,개역개정,false,
EVD0000183,EVT0013,direct,창세기 30:4,그의 시녀 빌하를 남편에게 아내로 주매 야곱이 그에게로 들어갔더니,개역개정,false,
EVD0000184,EVT0013,direct,창세기 30:5,빌하가 임신하여 야곱에게 아들을 낳은지라,개역개정,false,
EVD0000185,EVT0013,direct,창세기 30:6,라헬이 이르되 하나님이 내 억울함을 푸시려고 내 호소를 들으사 내게 아들을 주셨다 하고 이로 말미암아 그의 이름을 단이라 하였으며,개역개정,false,
EVD0000186,EVT0013,direct,창세기 30:7,라헬의 시녀 빌하가 다시 임신하여 둘째 아들을 야곱에게 낳으매,개역개정,false,
EVD0000187,EVT0013,direct,창세기 30:8,라헬이 이르되 내가 언니와 크게 경쟁하여 이겼다 하고 그의 이름을 납달리라 하였더라,개역개정,false,
EVD0000188,EVT0013,direct,창세기 30:9,레아가 자기의 출산이 멈춤을 보고 그의 시녀 실바를 데려다가 야곱에게 주어 아내로 삼게 하였더니,개역개정,false,
EVD0000189,EVT0013,direct,창세기 30:10,레아의 시녀 실바가 야곱에게서 아들을 낳으매,개역개정,false,
EVD0000190,EVT0013,direct,창세기 30:11,레아가 이르되 복되도다 하고 그의 이름을 갓이라 하였으며,개역개정,false,
EVD0000191,EVT0013,direct,창세기 30:12,레아의 시녀 실바가 둘째 아들을 야곱에게 낳으매,개역개정,false,
EVD0000192,EVT0013,direct,창세기 30:13,레아가 이르되 기쁘도다 모든 딸들이 나를 기쁜 자라 하리로다 하고 그의 이름을 아셀이라 하였더라,개역개정,false,
EVD0000193,EVT0013,direct,창세기 30:14,밀 거둘 때 르우벤이 나가서 들에서 합환채를 얻어 그의 어머니 레아에게 드렸더니 라헬이 레아에게 이르되 언니의 아들의 합환채를 청구하노라,개역개정,false,
EVD0000194,EVT0013,direct,창세기 30:15,레아가 그에게 이르되 네가 내 남편을 빼앗은 것이 작은 일이냐 그런데 네가 내 아들의 합환채도 빼앗고자 하느냐 라헬이 이르되 그러면 언니의 아들의 합환채 대신에 오늘 밤에 내 남편이 언니와 동침하리라 하니라,개역개정,false,
EVD0000195,EVT0013,direct,창세기 30:16,저물 때에 야곱이 들에서 돌아오매 레아가 나와서 그를 영접하며 이르되 내게로 들어오라 내가 내 아들의 합환채로 당신을 샀노라 그 밤에 야곱이 그와 동침하였더라,개역개정,false,
EVD0000196,EVT0013,direct,창세기 30:17,하나님이 레아의 소원을 들으셨으므로 그가 임신하여 다섯째 아들을 야곱에게 낳은지라,개역개정,false,
EVD0000197,EVT0013,direct,창세기 30:18,레아가 이르되 내가 내 시녀를 내 남편에게 주었으므로 하나님이 내게 그 값을 주셨다 하고 그의 이름을 잇사갈이라 하였으며,개역개정,false,
EVD0000198,EVT0013,direct,창세기 30:19,레아가 다시 임신하여 여섯째 아들을 야곱에게 낳은지라,개역개정,false,
EVD0000199,EVT0013,direct,창세기 30:20,레아가 이르되 하나님이 내게 후한 선물을 주시도다 내가 남편에게 여섯 아들을 낳았으니 이제는 그가 나와 함께 살리라 하고 그의 이름을 스불론이라 하였으며,개역개정,false,
EVD0000200,EVT0013,direct,창세기 30:21,그 후에 그가 딸을 낳고 그의 이름을 디나라 하였더라,개역개정,false,
EVD0000201,EVT0013,direct,창세기 30:22,하나님이 라헬을 생각하신지라 하나님이 그의 소원을 들으시고 그의 태를 여셨으므로,개역개정,false,
EVD0000202,EVT0013,direct,창세기 30:23,그가 임신하여 아들을 낳고 이르되 하나님이 내 부끄러움을 씻으셨다 하고,개역개정,false,
EVD0000203,EVT0013,direct,창세기 30:24,그 이름을 요셉이라 하니 여호와는 다시 다른 아들을 내게 더하시기를 원하노라 하였더라,개역개정,false,
EVD0000204,EVT0014,direct,창세기 32:13,야곱이 거기서 밤을 지내고 그 소유 중에서 형 에서를 위하여 예물을 택하니,개역개정,false,
EVD0000205,EVT0014,direct,창세기 32:14,암염소가 이백이요 숫염소가 이십이요 암양이 이백이요 숫양이 이십이요,개역개정,false,
EVD0000206,EVT0014,direct,창세기 32:15,젖 나는 낙타 삼십과 그 새끼요 암소가 사십이요 황소가 열이요 암나귀가 이십이요 그 새끼 나귀가 열이라,개역개정,false,
EVD0000207,EVT0014,direct,창세기 32:16,그것을 각각 떼로 나누어 종들의 손에 맡기고 그의 종에게 이르되 나보다 앞서 건너가서 각 떼로 거리를 두게 하라 하고,개역개정,false,
EVD0000208,EVT0014,direct,창세기 32:17,그가 또 앞선 자에게 명령하여 이르되 내 형 에서가 너를 만나 묻기를 네가 누구의 사람이며 어디로 가느냐 네 앞의 것은 누구의 것이냐 하거든,개역개정,false,
EVD0000209,EVT0014,direct,창세기 32:18,대답하기를 주의 종 야곱의 것이요 자기 주 에서에게로 보내는 예물이오며 야곱도 우리 뒤에 있나이다 하라 하고,개역개정,false,
EVD0000210,EVT0014,direct,창세기 32:19,그 둘째와 셋째와 각 떼를 따라가는 자에게 명령하여 이르되 너희도 에서를 만나거든 곧 이같이 그에게 말하고,개역개정,false,
EVD0000211,EVT0014,direct,창세기 32:20,또 너희는 말하기를 주의 종 야곱이 우리 뒤에 있다 하라 하니 이는 야곱이 말하기를 내가 내 앞에 보내는 예물로 형의 감정을 푼 후에 대면하면 형이 혹시 나를 받아 주리라 함이었더라,개역개정,false,
EVD0000212,EVT0014,direct,창세기 32:21,그 예물은 그에 앞서 보내고 그는 무리 가운데서 밤을 지내다가,개역개정,false,
EVD0000213,EVT0014,direct,창세기 32:22,밤에 일어나 두 아내와 두 여종과 열한 아들을 인도하여 얍복 나루를 건널새,개역개정,false,
EVD0000214,EVT0014,direct,창세기 32:23,그들을 인도하여 시내를 건너가게 하며 그의 소유도 건너가게 하고,개역개정,false,
EVD0000215,EVT0014,direct,창세기 32:24,야곱은 홀로 남았더니 어떤 사람이 날이 새도록 야곱과 씨름하다가,개역개정,false,
EVD0000216,EVT0014,direct,창세기 32:25,자기가 야곱을 이기지 못함을 보고 그가 야곱의 허벅지 관절을 치매 야곱의 허벅지 관절이 그 사람과 씨름할 때에 어긋났더라,개역개정,false,
EVD0000217,EVT0014,direct,창세기 32:26,그가 이르되 날이 새려하니 나로 가게 하라 야곱이 이르되 당신이 내게 축복하지 아니하면 가게 하지 아니하겠나이다,개역개정,false,
EVD0000218,EVT0014,direct,창세기 32:27,그 사람이 그에게 이르되 네 이름이 무엇이냐 그가 이르되 야곱이니이다,개역개정,false,
EVD0000219,EVT0014,direct,창세기 32:28,그가 이르되 네 이름을 다시는 야곱이라 부를 것이 아니요 이스라엘이라 부를 것이니 이는 네가 하나님과 및 사람들과 겨루어 이겼음이니라,개역개정,false,
EVD0000220,EVT0014,direct,창세기 32:29,야곱이 청하여 이르되 당신의 이름을 알려주소서 그 사람이 이르되 어찌하여 내 이름을 묻느냐 하고 거기서 야곱에게 축복한지라,개역개정,false,
EVD0000221,EVT0014,direct,창세기 32:30,그러므로 야곱이 그 곳 이름을 브니엘이라 하였으니 그가 이르기를 내가 하나님과 대면하여 보았으나 내 생명이 보전되었다 함이더라,개역개정,false,
EVD0000222,EVT0014,direct,창세기 32:31,그가 브니엘을 지날 때에 해가 돋았고 그의 허벅다리로 말미암아 절었더라,개역개정,false,
EVD0000223,EVT0014,direct,창세기 32:32,그 사람이 야곱의 허벅지 관절에 있는 둔부의 힘줄을 쳤으므로 이스라엘 사람들이 지금까지 허벅지 관절에 있는 둔부의 힘줄을 먹지 아니하더라,개역개정,false,
EVD0000224,EVT0015,direct,창세기 35:16,그들이 벧엘에서 길을 떠나 에브랏에 이르기까지 얼마간 거리를 둔 곳에서 라헬이 해산하게 되어 심히 고생하여,개역개정,false,
EVD0000225,EVT0015,direct,창세기 35:17,그가 난산할 즈음에 산파가 그에게 이르되 두려워하지 말라 지금 네가 또 득남하느니라 하매,개역개정,false,
EVD0000226,EVT0015,direct,창세기 35:18,그가 죽게 되어 그의 혼이 떠나려 할 때에 아들의 이름을 베노니라 불렀으나 그의 아버지는 그를 베냐민이라 불렀더라,개역개정,false,
EVD0000227,EVT0015,direct,창세기 35:19,라헬이 죽으매 에브랏 곧 베들레헴 길에 장사되었고,개역개정,false,
EVD0000228,EVT0015,direct,창세기 35:20,야곱이 라헬의 묘에 비를 세웠더니 지금까지 라헬의 묘비라 일컫더라,개역개정,false,
EVD0000229,EVT0015,direct,창세기 35:21,이스라엘이 다시 길을 떠나 에델 망대를 지나 장막을 쳤더라,개역개정,false,
EVD0000230,EVT0015,direct,창세기 35:22,이스라엘이 그 땅에 거주할 때에 르우벤이 가서 그 아버지의 첩 빌하와 동침하매 이스라엘이 이를 들었더라,개역개정,false,
EVD0000231,EVT0015,direct,창세기 35:23,레아의 아들들은 야곱의 장자 르우벤과 그 다음 시므온과 레위와 유다와 잇사갈과 스불론이요,개역개정,false,
EVD0000232,EVT0015,direct,창세기 35:24,라헬의 아들들은 요셉과 베냐민이며,개역개정,false,
EVD0000233,EVT0015,direct,창세기 35:25,라헬의 여종 빌하의 아들들은 단과 납달리요,개역개정,false,
EVD0000234,EVT0015,direct,창세기 35:26,레아의 여종 실바의 아들들은 갓과 아셀이니 이들은 야곱의 아들들이요 밧단아람에서 그에게 낳은 자더라,개역개정,false,
EVD0000235,EVT0016,direct,창세기 37:1,야곱이 가나안 땅 곧 그의 아버지가 거류하던 땅에 거주하였으니,개역개정,false,
EVD0000236,EVT0016,direct,창세기 37:2,야곱의 족보는 이러하니라 요셉이 십칠 세의 소년으로서 그의 형들과 함께 양을 칠 때에 그의 아버지의 아내들 빌하와 실바의 아들들과 더불어 함께 있었더니 그가 그들의 잘못을 아버지에게 말하더라,개역개정,false,
